"Data Source","World Development Indicators",

"Last Updated Date","2019-10-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Estonia","EST","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","485.00341079","492.0686109","546.90861566","636.15161462","732.62991142","816.07170394","944.56486773","1102.40696084","1302.36806867","1339.97294746","1366.38278274","1426.65963024","1513.56609588","1649.68034951","1769.95295625","1860.32504763","1987.71815596","","",
"Ethiopia","ETH","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.38136861","24.85786658","24.8497232","25.01552143","25.03196468","26.75752868","30.64339969","38.76986514","38.00699723","41.79607621","57.52184849","51.96457247","56.89214312","55.90914384","60.53177588","64.90913139","69.52478888","","",
"European Union","EUU","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1774.76826428067","1906.55119401921","2045.33850984951","2147.81133584897","2261.17317110173","2380.48425656034","2572.45999068791","2704.96928973318","2914.09158609636","3070.60028322214","3158.19696785708","3273.42849765668","3345.78749230686","3559.43128749013","3656.69406196025","3733.34498119554","3846.30004962873","","",
"Fragile and conflict affected situations","FCS","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.6114134074581","92.2987537095323","93.3859359719932","106.204440249563","122.621857776926","119.09726415373","127.003108078945","143.204191779862","144.700960453083","165.419780727216","157.393620676699","150.217736579515","145.240019939848","156.628286583917","177.550261974973","188.454106039484","162.226854115169","","",
"Finland","FIN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1824.53097432","1936.81005559","2097.08136544","2214.91778326","2418.79224403","2552.57007073","2745.06044092","2944.99558733","3227.20969801","3353.19164616","3437.29804457","3640.06043002","3774.76700432","3921.28779695","3932.67245655","4097.1309699","4112.05423386","","",
"Fiji","FJI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196.21620883","173.05128375","185.85351776","190.57040902","225.44838066","233.29130715","250.08512461","257.3620147","244.69918749","267.25912961","266.60319488","254.96473844","271.54580138","281.27080852","317.06492984","320.05397741","313.17131214","","",
"France","FRA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2515.77737384","2687.98347214","2876.45971191","2854.72926755","2971.71419817","3135.55589587","3380.53873501","3526.14418766","3696.23511974","3926.01188108","4046.62683951","4216.56765395","4286.77914243","4545.62322708","4676.11150259","4666.18069528","4782.28854931","","",
"Faroe Islands","FRO","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191.79055708","217.9894759","207.50251614","261.79619999","285.60462994","333.34826037","320.16331436","337.0199761","362.23564201","391.40398835","418.90523218","440.67140399","407.80079595","396.01741772","377.56223626","424.77842208","431.58638482","","",
"Gabon","GAB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","436.0759931","452.71754411","472.37999903","509.8764593","483.72402023","433.48503036","450.4958873","484.35696842","410.40589934","554.88166545","372.45348011","406.51095056","398.42379496","485.16957858","445.01106144","480.29498807","555.6279022","","",
"United Kingdom","GBR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1570.20698568","1741.60203607","1901.56351821","2063.35493708","2244.6383455","2339.62487237","2537.40807717","2633.3606871","2795.59063139","2960.59957716","3052.57256523","3094.727402","3154.48476167","3854.72751819","3974.45337439","4087.72853404","4177.81513137","","",
"Georgia","GEO","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.05058025","193.3247045","228.31300527","267.96126557","296.5632745","338.49355003","364.13189344","414.34540421","496.19972939","552.46640795","584.2642782","570.29721901","625.80791298","669.29596515","725.80546744","717.12690154","797.17595278","","",
"Ghana","GHA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115.6114729","136.2478614","123.6942858","129.83677598","141.02118076","196.16121088","128.71937873","135.80111471","151.29998949","173.07744577","183.76733768","214.55245544","203.94298888","241.10355823","229.16127987","251.45427608","189.37488586","","",
"Gibraltar","GIB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.14195402","61.25277593","73.45433125","62.79407923","59.61285613","60.6023131","41.03075119","44.6871024","42.54428729","43.88694117","47.35104067","61.60188426","60.09905764","61.30920463","87.36866226","108.77923127","107.72365549","","",
"Gambia, The","GMB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.46332497","47.92038093","46.10939422","54.73169243","60.16075603","66.99993747","75.32348043","81.22741042","87.77441439","89.15423566","92.46372498","95.23778469","97.51035394","101.3705443","86.53161148","79.50438266","74.31114618","","",
"Guinea-Bissau","GNB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.20610061","66.08953799","55.86503279","62.9521257","77.86275748","76.1118954","79.06193088","90.40132204","91.08656077","88.51148983","87.10318663","80.12087692","69.81681618","69.82342719","99.96532383","100.42428486","97.97199975","","",
"Equatorial Guinea","GNQ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223.02672627","338.10497525","406.23206411","487.14872392","527.73147713","389.73964639","431.11564379","494.01208895","492.93611862","632.56474897","506.16455981","463.49355969","524.21650062","584.53792422","582.81182173","767.68744963","838.74427202","","",
"Greece","GRC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417.55141836","1679.97315449","1864.49765083","1958.99672957","2021.19305301","2304.75351919","2560.83739653","2656.49725829","2899.78633962","2877.80880036","2694.11930676","2374.40890025","2237.58519516","2188.32913601","2126.93603017","2180.174112","2261.1565296","","",
"Grenada","GRD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","390.19691395","410.11967987","461.0607478","465.76952709","466.08123436","558.06384956","608.26895977","645.23584056","654.35920633","652.86222519","667.11280404","674.03070413","641.49286772","645.39844709","659.35088099","660.79867575","745.1027805","","",
"Greenland","GRL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244.76339168","316.42125493","322.91528142","337.81189536","345.82659082","353.71647486","389.39554642","402.55305075","405.03605932","405.77664854","399.78223953","401.08710715","413.47883338","427.94712071","447.06976447","428.35127036","462.40585501","","",
"Guam","GUM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.03732424","172.83853484","187.43595575","201.41072021","208.63743236","224.23287579","181.07177669","201.85132687","216.96247616","245.96090061","264.51413601","301.34457705","314.97420118","345.47371799","374.17087555","333.99140653","332.67455358","","",
"High income","HIC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2548.4603247331","2740.46931463478","2938.60533649752","3123.11996001031","3301.66331268067","3482.9095470576","3711.59397406","3905.87165496787","4093.47222439482","4300.63182627058","4437.00144973099","4634.06181059506","4784.94741505197","4989.91034063649","5186.12393479896","5413.31917403984","5600.07345685101","","",
"Hong Kong SAR, China","HKG","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169.49087892","164.33346724","178.4457085","200.61275251","215.50617696","252.74155131","285.72616275","307.51555006","334.95379773","335.24039135","335.71941169","352.42868315","363.10160523","358.48602318","356.06833985","356.43595736","400.33640974","","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.7217563722817","61.7611096912743","64.7002760321014","70.2664009380762","77.5753597168679","85.6149839961818","91.6728667612218","99.303438848701","100.269515282858","104.708609349791","106.366360601985","108.807581273974","108.66642993623","117.593017120762","119.129059275477","126.507829613177","127.519333719888","","",
"Croatia","HRV","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","811.05865504","838.60959429","785.93677854","860.91944739","954.91715455","1056.77300543","1215.97412948","1443.0963831","1604.32485714","1633.04342477","1600.18782556","1612.71902454","1644.48380026","1485.1648219","1553.50147716","1620.40044384","1705.20761848","","",
"Haiti","HTI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.24477033","90.61531232","81.90196438","79.45809763","78.67586183","76.62179","79.37869897","88.95387699","91.81284291","96.32448864","119.874586","159.8424282","155.74493063","122.04311029","135.77122498","94.46340136","95.4432869","","",
"Hungary","HUN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","802.5579974","901.59316108","1032.77580889","1253.90107115","1260.25138862","1364.59935938","1427.86215685","1372.55628697","1467.76778077","1495.43228718","1618.65394901","1720.48906754","1722.25796473","1773.08521509","1808.39750411","1859.51808242","1963.16263","","",
"IBRD only","IBD","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207.973674222597","223.771005724029","240.602757910571","257.106176743398","276.495065134758","302.130891930871","330.973073485957","359.495272789143","392.757851058568","436.026352460333","463.292969407358","494.859413130844","534.719188572397","577.982049086481","614.877051609201","651.405674122292","682.319735201246","","",
"IDA & IBRD total","IBT","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178.414147362938","191.554726215172","204.12199364523","219.94406843672","236.668053896488","258.04983911436","281.986646246358","305.691927484766","331.434956929264","365.603375094832","382.233869080751","405.997806831638","436.431693192091","471.640366061009","501.055236875087","529.306144620427","552.426888547823","","",
"IDA total","IDA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.2572439334178","69.7697720449806","70.8393042612155","85.0995080852672","94.0270528746151","102.216938675053","111.069374380521","120.44090721426","123.061347393094","129.395290854513","116.431825524768","118.305419944751","122.560320686259","131.574959044249","141.900787885433","149.210474037404","152.010531140125","","",
"IDA blend","IDB","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.2594031957309","95.3468830236597","91.5620951593312","122.546661175764","136.85538454635","147.867675666981","162.633849065531","176.519622444427","179.252799124948","186.955041976351","144.659522581035","143.938722479108","154.056867585183","166.746345113886","176.310465345866","186.890827895918","192.253682527613","","",
"Indonesia","IDN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.05398189","107.32492959","105.70383413","124.72834339","125.30429814","160.40219006","177.90759158","206.24325656","201.02412023","210.56160556","244.65616694","261.19472758","273.496111","295.45863351","328.47161946","331.6426852","362.72194133","","",
"IDA only","IDX","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7897502214523","56.4806028347149","60.3763250439278","66.206657929872","72.4309509180879","79.1994605300067","85.0594338817193","92.1285712628926","94.655262456914","100.252764136653","101.701568199146","104.900211580124","106.064284731722","112.736884866249","123.471779695365","129.033745150448","129.863413379425","","",
"Isle of Man","IMN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.29379314","91.60866764","94.42574933","96.58795918","104.04150134","110.66324986","117.65244648","126.41835409","131.85242963","140.90269772","145.63059462","150.4965205","163.68711403","196.86487918","205.89394337","221.76340841","241.48305525","","",
"Not classified","INX","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1794.82490878","2102.66431705","2369.66895751","2560.30013765","2823.62552552","3128.88817278","3373.3450333","3697.23262018","4059.4504933","4377.57652443","4562.28913589","4845.08706605","5006.69651879","4966.1692136","4960.70471867","5132.81259724","5299.65396729","","",
"Iran, Islamic Rep.","IRN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","493.04282118","551.67568518","546.67980847","644.76582706","682.29505177","748.95100098","787.59437427","827.27172897","873.44488205","1080.5755129","1176.76562166","1195.99166942","1114.83196565","1006.87462052","1205.03856561","1329.56422159","1563.75167829","","",
"Iraq","IRQ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181.65677547","355.06913043","281.08360735","260.19446738","338.77876492","356.29670829","448.61515804","402.53823083","370.17348868","400.74125486","438.87876398","431.93828594","493.71787059","","","",
"Iceland","ISL","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2679.54932171","2819.86275977","3096.64000417","3266.27525923","3388.75130576","3442.3953384","3497.07977886","3597.32551901","3742.77358971","3705.23686613","3384.48803041","3369.76853981","3448.20151529","3651.88378836","3804.82256097","3971.07389193","4245.10898783","","",
"Israel","ISR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1773.80346751","1893.43885765","1898.5855522","1779.01998278","1866.23595677","1856.57359247","1859.30472235","1973.3406484","1975.14207702","2008.23848228","2086.81552006","2195.66456435","2326.75465497","2500.52874075","2542.89371065","2750.4843101","2843.0440065","","",
"Italy","ITA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2049.10228899","2172.36506683","2263.52445223","2291.60497867","2419.89882044","2516.80314976","2739.29588815","2784.82349213","3040.12281038","3102.57717061","3142.16835526","3211.95625987","3253.36872711","3264.29266318","3250.8454424","3288.74548908","3427.30646617","","",
"Jamaica","JAM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","364.94143496","344.44896256","322.73878601","318.33691986","380.30275767","332.33500846","353.73882681","419.1485321","428.10579524","391.14494241","391.65198652","398.18598582","407.93644082","435.41054286","443.80700736","487.78067423","535.66458325","","",
"Jordan","JOR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","552.58048695","599.66077788","618.01278971","607.34539573","653.7317871","694.37562892","677.14950027","742.46132576","816.93620659","896.66594476","778.62224507","768.57850945","729.83689311","666.02397857","673.44355278","568.22455458","494.75364627","","",
"Japan","JPN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1908.82646736","2014.36020824","2096.97789279","2195.21133163","2316.65576165","2452.82504998","2572.66036069","2711.70271526","2842.50897419","2994.53864801","3192.88645536","3778.22515102","3988.27607071","4177.47523057","4214.53838639","4397.89123348","4592.42820832","","",
"Kazakhstan","KAZ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324.37593782","314.52480725","363.59347687","413.80112332","493.00223244","541.55006523","532.66940519","469.36949823","551.03289494","637.75340657","534.426619","569.58466162","686.32462627","636.17162502","674.50071484","764.40208971","858.76985003","","",
"Kenya","KEN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9276322","94.17206782","97.80392769","103.19926243","111.67938729","117.94645048","124.17990651","135.30996026","135.71573182","136.94497765","148.37772836","148.59777251","148.78787055","153.24648884","153.79971125","147.6614074","143.54423755","","",
"Kyrgyz Republic","KGZ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.25327954","74.77807888","81.04844676","111.72236996","130.18944049","159.92699684","187.71445169","172.33436074","176.82174181","190.9546425","190.89709948","207.87724144","249.29399878","266.06653909","281.55473889","252.77824056","240.22661084","","",
"Cambodia","KHM","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.33775863","83.00325021","91.08075684","94.92415722","108.08208124","120.15968992","120.624238","107.74009383","155.50793483","177.47830623","170.8497128","199.49707776","207.81306664","214.93124008","219.57927014","217.07473412","228.57086774","","",
"Kiribati","KIR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.53406489","194.32548235","194.47938863","177.90704054","205.41920805","202.70591893","204.99169438","207.35272871","250.60599892","237.47018124","158.89412295","150.1081378","156.32702909","177.5330614","190.56006103","164.22254284","249.84131429","","",
"St. Kitts and Nevis","KNA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769.26679916","744.20968579","775.03003487","811.59253575","805.68557464","938.16781945","1030.68283568","1015.00438754","1238.53630735","1213.53467252","1208.3939821","1242.74136158","1188.03575266","1222.1282633","1294.69768645","1323.09994742","1479.57085378","","",
"Korea, Rep.","KOR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","717.28710678","891.52300054","906.17670515","989.44024591","1056.030304","1170.70808808","1339.81341938","1497.73187426","1629.58808414","1729.9528224","1895.74755566","1975.73521654","2076.39232949","2156.58877391","2307.22290901","2502.25111027","2711.738257","","",
"Kuwait","KWT","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1393.90056582","2002.33599594","2040.34298411","2182.77622197","2082.55588504","1978.93381674","1990.15284136","1946.89183598","1740.25806731","3070.0932769","2031.4571828","2027.97509075","2034.51193684","1982.18866963","2385.94238114","2927.44004659","2899.26023773","","",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","508.634549291079","536.86147696018","582.111651111664","599.771551086409","641.352503255097","702.859432214329","760.813094902142","832.371320788535","862.84866941902","915.081182008476","1017.8347474414","1071.95631486469","1109.57309168573","1165.18814386207","1222.78468264035","1261.97398735895","1244.14475652131","","",
"Lao PDR","LAO","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.25645338","95.52102972","91.47389279","117.87302242","101.06990481","103.13719915","101.36325716","117.74391514","108.27157213","145.92545803","126.74622108","89.53276028","101.37735819","127.04716621","131.63281047","150.36934777","154.62945928","","",
"Lebanon","LBN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1061.0244915","1055.81590011","929.11931649","857.89212044","858.77341154","832.77637984","983.26339267","1082.978818","1092.20971246","1068.55306269","1199.78624211","1278.58254914","1226.29859713","1156.54461469","1160.68914747","1112.75600796","1147.37477362","","",
"Liberia","LBR","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.08006665","30.25431703","26.04732988","21.56395604","58.41128603","64.87622202","61.36052751","84.52792235","76.71525353","97.02995921","93.73927114","103.70388976","103.83867624","106.76921554","117.68404866","132.65858786","133.14859723","","",
"Libya","LBY","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","696.50045321","808.98709721","852.31028042","846.40447353","693.55605044","603.77336088","605.27640013","610.68438751","561.99004684","969.95479847","958.13266687","627.28245574","","","","","","","",
"St. Lucia","LCA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473.1588436","499.43399861","532.61349028","548.16297854","542.29732835","564.41502038","622.54826751","640.81057911","683.86778917","638.92085909","658.0383538","717.89237427","714.50145092","708.50929887","706.3298573","675.11910946","677.40156252","","",
"Latin America & Caribbean","LCN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","517.994853270202","546.423144159278","590.763508093945","609.158901520217","649.880871105144","709.626583370794","769.734311075034","842.427858369952","874.393024413029","927.783715912974","1028.90001154064","1085.47897110924","1126.51326809811","1185.95118490841","1245.73687578045","1287.6452216837","1277.16806109587","","",
"Least developed countries: UN classification","LDC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0508197620868","50.2542797542065","53.2507375780209","58.9450571693034","65.2426640733312","69.7574812134614","77.5123483731292","84.5090072031737","87.3292103039345","92.3191499177616","92.5993781983764","94.681012851913","95.7255321919455","103.851760100695","114.560043136687","119.51381315634","121.108994394152","","",
"Low income","LIC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3919902457269","51.8737861140908","56.479645872218","61.6544541212077","67.0002605924183","71.0936058634465","78.0892859738696","82.4320543844487","82.9904970037188","85.1655744692556","89.3801653543479","88.9199302356023","88.5951868053631","90.17025235486","94.6118537980997","93.7810085658148","93.1995059837376","","",
"Liechtenstein","LIE","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.79197819","218.0210336","227.28252408","212.73557198","253.23443461","264.61800265","289.31828882","312.69507914","338.34286606","369.0762871","323.20438603","341.71137826","345.96967369","406.6380359","407.52356674","463.7359234","491.49336482","","",
"Lower middle income","LMC","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.4879589419063","105.601815515417","106.745649092807","117.916140681739","126.747878067231","139.56610298969","150.830586212452","163.373199515833","168.203304956286","178.444950722785","178.90474842161","186.042371022675","198.606341073309","223.090999690105","233.390890183454","246.592617859228","262.114068761427","","",
"Low & middle income","LMY","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173.18648234408","186.057580200675","198.287305208921","214.14212213823","230.526007745141","252.509379699123","276.096691242234","299.841201504393","324.48369186989","358.401028395978","374.137984621061","397.474631713981","426.823280913517","461.918188159859","491.898691913007","520.306379604229","541.119622942638","","",
"Lesotho","LSO","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.8732335","95.46691781","87.81905057","87.23700704","88.47673238","84.38736429","99.77952494","141.16240438","156.52345663","188.79056362","184.89576931","223.546442","234.96878357","252.7923891","251.04518717","243.93119851","242.72999969","","",
